26,-11,-311
25,-23,-320
24,-33,-314
11,-27,-282
11,-17,-262
14,-6,-258
20,-2,-278
27,-11,-301
26,-23,-322
22,-32,-312
12,-29,-282
10,-18,-262
18,-6,-256
19,-1,-278
25,-8,-305
27,-23,-320
21,-33,-314
12,-28,-283
10,-17,-261
17,-5,-256
19,-3,-276
25,-9,-308
26,-22,-322
25,-32,-312
11,-28,-284
11,-15,-261
17,-3,-258
21,-1,-279
26,-8,-310
27,-23,-322
22,-33,-308
14,-29,-284
11,-19,-263
17,-3,-258
21,-1,-278
27,-9,-305
26,-24,-323
23,-33,-310
11,-28,-281
10,-16,-262
16,-5,-261
21,-2,-280
25,-11,-307
28,-24,-319
23,-33,-311
12,-27,-283
13,-16,-263
17,-6,-258
20,-3,-279
24,-8,-312
27,-24,-322
23,-33,-312
11,-26,-280
12,-17,-261
16,-5,-260
19,-3,-279
25,-11,-310
27,-23,-322
22,-33,-309
12,-28,-277
13,-17,-259
18,-3,-259
18,-3,-285
27,-9,-311
27,-25,-323
19,-32,-310
12,-26,-276
12,-16,-260
17,-6,-261
20,-3,-284
26,-10,-312
26,-24,-324
20,-33,-309
9,-25,-278
12,-15,-260
18,-5,-261
20,-5,-283
25,-7,-311
25,-23,-322
20,-32,-310
11,-26,-281
12,-16,-260
20,-4,-257
22,-2,-283
27,-13,-309
27,-25,-321
21,-33,-308
12,-26,-280
13,-15,-261
16,-2,-256
20,-2,-285
27,-11,-310
27,-25,-327
21,-34,-307
12,-27,-278
12,-15,-260
17,-2,-259
19,-4,-285
27,-12,-313
25,-25,-322
22,-34,-310
12,-27,-276
13,-16,-259
18,-3,-259
21,-2,-287
26,-9,-312
27,-25,-321
19,-34,-306
12,-26,-277
12,-14,-256
18,-3,-259
21,-4,-284
24,-10,-313
25,-25,-322
21,-34,-304
10,-25,-276
13,-16,-257
18,-3,-258
22,-7,-284
25,-12,-316
27,-26,-323
21,-35,-307
12,-26,-276
11,-13,-261
16,-4,-261
20,-4,-287
26,-12,-315
27,-25,-321
19,-33,-305
10,-25,-276
13,-14,-261
20,-3,-263
20,-3,-283
24,-10,-315
26,-28,-320
18,-33,-303
10,-23,-275
13,-13,-259
17,-3,-261
20,-5,-290
26,-12,-317
26,-27,-323
18,-35,-306
11,-25,-274
13,-15,-258
18,-3,-261
21,0,-292
25,-12,-313
27,-25,-322
18,-34,-305
10,-25,-277
14,-14,-259
19,-4,-262
23,-5,-289
27,-14,-315
25,-25,-322
18,-33,-303
10,-27,-274
12,-12,-258
16,-2,-267
18,-3,-290
26,-13,-313
26,-26,-321
18,-34,-304
8,-25,-276
11,-12,-258
16,-2,-263
21,-4,-289
26,-13,-315
24,-26,-324
20,-33,-304
11,-26,-274
14,-12,-256
18,-2,-261
23,-6,-292
25,-13,-313
25,-26,-322
19,-33,-303
11,-27,-275
12,-12,-259
18,-2,-267
22,-4,-292
27,-14,-314
27,-28,-322
18,-35,-303
10,-24,-273
13,-12,-257
16,-1,-265
23,-5,-291
26,-15,-315
24,-28,-321
17,-34,-304
10,-26,-271
13,-11,-255
19,-2,-264
22,-6,-293
26,-14,-317
24,-26,-325
16,-35,-301
9,-25,-272
15,-14,-259
17,-4,-267
22,-6,-296
28,-17,-318
23,-26,-320
18,-35,-298
9,-25,-274
15,-13,-254
18,-3,-267
22,-7,-295
26,-14,-316
26,-29,-320
18,-35,-302
9,-22,-271
14,-11,-258
16,0,-265
21,-5,-292
26,-15,-317
24,-30,-323
17,-36,-301
10,-24,-269
15,-12,-256
17,-2,-265
21,-5,-295
26,-14,-318
24,-30,-321
17,-35,-299
11,-23,-272
15,-12,-257
18,-1,-269
25,-7,-294
25,-13,-316
25,-29,-320
17,-33,-301
10,-23,-270
15,-13,-258
18,-4,-268
22,-6,-298
27,-16,-314
26,-30,-323
16,-32,-298
10,-23,-272
15,-12,-257
17,-1,-265
22,-6,-295
26,-16,-317
25,-29,-323
16,-33,-298
8,-23,-269
15,-11,-257
19,-4,-270
23,-5,-295
27,-16,-316
25,-32,-322
15,-33,-301
9,-24,-268
16,-12,-259
18,-4,-263
22,-4,-297
26,-16,-317
27,-33,-321
17,-34,-296
10,-23,-268
14,-10,-256
17,-3,-266
24,-6,-299
28,-17,-318
23,-27,-321
16,-32,-295
8,-22,-267
14,-10,-257
18,-4,-272
24,-7,-298
27,-16,-318
26,-30,-320
15,-32,-295
10,-22,-265
16,-10,-256
18,-1,-268
22,-5,-300
27,-15,-319
25,-30,-320
19,-33,-295
8,-22,-267
14,-8,-256
20,-3,-271
22,-4,-299
26,-16,-317
24,-31,-318
16,-31,-295
9,-22,-268
16,-7,-259
19,-2,-271
25,-6,-299
27,-17,-318
24,-29,-319
17,-33,-295
10,-21,-265
15,-10,-258
18,-3,-271
23,-5,-300
28,-16,-320
24,-29,-321
15,-30,-296
10,-20,-268
17,-9,-255
19,-1,-274
24,-6,-300
28,-17,-321
25,-31,-319
15,-31,-291
10,-20,-266
14,-6,-253
19,-3,-269
26,-6,-298
28,-17,-316
25,-33,-324
15,-33,-293
11,-23,-267
18,-9,-257
20,-4,-272
23,-4,-299
27,-17,-319
26,-33,-322
17,-31,-294
9,-18,-264
18,-9,-258
18,-1,-272
24,-8,-301
27,-19,-320
22,-31,-320
15,-30,-291
11,-21,-265
15,-9,-256
18,-2,-272
22,-6,-301
27,-19,-319
24,-31,-318
13,-31,-294
11,-22,-264
18,-9,-257
19,-1,-272
25,-7,-302
26,-19,-324
25,-32,-318
16,-30,-290
10,-18,-265
17,-7,-256
19,-3,-274
23,-6,-298
27,-19,-321
23,-31,-317
15,-30,-287
12,-21,-264
17,-8,-257
19,-3,-275
24,-9,-303
27,-19,-321
24,-32,-319
13,-29,-288
12,-18,-264
16,-4,-257
18,-1,-273
23,-7,-305
26,-19,-321
24,-33,-319
14,-29,-289
12,-21,-264
18,-7,-257
16,0,-273
25,-7,-307
27,-19,-320
22,-30,-316
14,-30,-288
11,-19,-262
18,-7,-259
19,-3,-273
27,-10,-303
25,-21,-323
21,-32,-317
14,-30,-286
10,-20,-264
15,-7,-257
21,-4,-275
24,-7,-308
26,-20,-320
23,-33,-316
14,-28,-288
10,-20,-264
18,-6,-257
19,-2,-272
26,-8,-300
28,-20,-320
23,-33,-315
13,-29,-288
12,-20,-261
18,-7,-258
20,-2,-276
25,-9,-303
24,-20,-323
23,-33,-318
15,-29,-285
10,-18,-262
16,-5,-258
18,-1,-275
26,-7,-303
28,-20,-321
22,-33,-319
13,-29,-286
10,-17,-263
16,-8,-253
21,-1,-277
27,-9,-307
29,-20,-320
22,-31,-314
12,-27,-285
10,-18,-265
17,-6,-259
20,-2,-277
27,-9,-307
27,-22,-322
23,-34,-313
15,-29,-284
9,-18,-262
18,-6,-254
19,-2,-277
26,-8,-306
27,-22,-321
23,-33,-315
12,-26,-285
11,-18,-261
18,-6,-257
19,-1,-277
25,-8,-306
25,-21,-321
21,-33,-314
16,-29,-286
9,-18,-264
17,-4,-257
19,-2,-277
25,-8,-305
28,-23,-322
23,-35,-312
11,-27,-283
11,-17,-264
20,-6,-255
21,0,-277
26,-8,-307
25,-22,-323
23,-33,-312
12,-28,-284
14,-18,-262
17,-5,-256
20,-3,-278
28,-10,-305
27,-23,-319
22,-33,-314
10,-25,-283
10,-18,-261
18,-4,-256
19,-3,-277
25,-9,-309
26,-22,-322
22,-34,-310
12,-27,-281
9,-17,-259
17,-5,-258
20,-3,-279
26,-9,-309
28,-24,-320
22,-34,-311
11,-28,-281
11,-17,-261
15,-4,-255
20,-4,-279
26,-10,-308
27,-24,-321
23,-32,-312
13,-26,-283
10,-17,-260
15,-4,-259
18,-2,-282
26,-10,-308
29,-22,-323
22,-33,-310
11,-28,-282
9,-15,-263
17,-5,-259
19,-2,-281
26,-10,-312
25,-23,-321
21,-33,-310
12,-28,-284
11,-17,-259
17,-6,-264
18,-1,-283
27,-12,-310
27,-25,-321
23,-32,-309
11,-27,-281
12,-16,-256
18,-4,-257
18,-1,-282
24,-9,-310
27,-24,-322
21,-32,-311
11,-26,-278
12,-15,-259
18,-6,-255
20,-1,-285
26,-10,-313
25,-25,-321
21,-36,-308
11,-27,-280
12,-15,-263
18,-5,-257
20,-4,-288
25,-10,-311
26,-25,-323
20,-32,-304
11,-25,-279
12,-16,-261
17,-3,-262
19,-1,-282
25,-11,-310
28,-26,-324
22,-32,-308
13,-26,-278
13,-15,-260
18,-4,-258
20,-2,-285
26,-11,-314
28,-25,-319
20,-33,-309
10,-25,-277
14,-15,-261
17,-5,-257
19,-3,-286
25,-9,-313
26,-23,-325
20,-33,-308
12,-26,-278
12,-17,-258
16,-3,-258
22,-5,-289
26,-14,-313
28,-27,-321
20,-35,-308
9,-26,-278
13,-13,-258
19,-3,-258
20,-2,-285
26,-11,-312
26,-23,-320
20,-35,-306
8,-25,-277
12,-15,-261
18,-6,-259
21,-3,-285
26,-13,-316
25,-26,-320
20,-33,-308
10,-24,-275
12,-16,-259
17,-4,-259
18,-1,-286
23,-12,-317
25,-25,-322
19,-34,-307
11,-23,-276
12,-14,-260
17,-4,-261
21,-3,-286
25,-12,-315
25,-27,-322
20,-34,-308
10,-25,-280
11,-14,-260
17,-3,-263
21,-4,-285
26,-11,-318
25,-24,-326
18,-33,-307
11,-27,-274
14,-15,-258
17,-3,-262
19,-5,-291
26,-13,-314
25,-26,-323
19,-33,-302
10,-24,-275
13,-13,-259
17,-2,-260
20,-2,-285
26,-13,-315
27,-28,-321
19,-33,-305
11,-25,-277
13,-12,-256
19,-3,-262
23,-5,-286
26,-15,-314
26,-25,-322
19,-33,-306
10,-24,-277
13,-12,-256
18,-2,-261
23,-6,-290
26,-15,-315
26,-28,-323
18,-32,-304
9,-24,-271
12,-13,-256
18,-3,-261
21,-3,-291
27,-15,-315
27,-28,-324
19,-31,-305
11,-27,-274
12,-10,-257
19,-4,-263
21,-4,-294
26,-14,-316
24,-28,-321
18,-34,-306
9,-25,-275
12,-12,-258
17,-4,-261
23,-6,-291
26,-14,-316
26,-28,-321
17,-31,-305
11,-23,-276
13,-12,-254
18,-4,-262
21,-5,-292
27,-15,-314
26,-28,-323
18,-35,-304
11,-24,-274
12,-12,-256
20,-2,-262
24,-4,-290
27,-13,-314
25,-27,-323
17,-31,-304
9,-25,-273
13,-11,-257
15,-4,-267
21,-6,-295
28,-14,-315
24,-29,-325
16,-32,-300
11,-23,-271
14,-10,-255
17,-2,-265
21,-2,-291
26,-14,-317
26,-28,-322
18,-34,-302
9,-23,-272
14,-12,-256
18,-3,-265
22,-5,-294
25,-15,-315
25,-28,-322
17,-35,-302
9,-25,-269
15,-12,-259
17,-2,-265
22,-3,-294
27,-16,-313
25,-27,-321
16,-31,-301
9,-24,-269
13,-12,-254
14,-1,-269
22,-5,-298
26,-14,-316
26,-29,-322
17,-34,-299
10,-21,-270
16,-10,-257
18,-3,-265
23,-4,-294
27,-15,-316
25,-31,-322
17,-36,-299
10,-24,-272
17,-13,-258
18,-2,-265
22,-6,-294
27,-16,-318
25,-30,-322
15,-34,-298
10,-21,-270
16,-10,-257
18,-3,-268
24,-5,-293
28,-17,-317
24,-29,-322
16,-34,-301
8,-23,-270
15,-9,-258
16,-1,-268
22,-5,-295
26,-16,-314
25,-29,-323
17,-34,-301
8,-23,-267
14,-10,-259
18,-3,-267
22,-6,-299
25,-15,-317
24,-28,-320
16,-33,-294
9,-23,-269
15,-10,-256
20,-4,-269
23,-6,-295
28,-16,-315
25,-32,-321
17,-34,-296
11,-22,-267
16,-10,-255
17,-2,-270
23,-3,-299
28,-16,-323
23,-29,-321
16,-33,-297
10,-22,-269
14,-8,-257
19,-1,-272
25,-6,-299
25,-17,-316
24,-29,-321
17,-32,-294
11,-23,-269
15,-11,-255
17,-2,-270
24,-6,-297
27,-17,-318
23,-30,-321
16,-32,-294
7,-21,-270
15,-8,-255
19,-3,-271
23,-5,-299
27,-17,-320
23,-31,-321
17,-31,-294
11,-22,-267
17,-9,-254
19,-2,-274
24,-7,-298
27,-14,-317
25,-30,-320
18,-31,-296
9,-20,-269
15,-8,-256
20,-3,-268
25,-6,-301
28,-18,-319
23,-30,-321
15,-32,-295
8,-22,-267
15,-7,-256
20,-4,-271
25,-6,-299
27,-16,-318
22,-30,-319
14,-31,-291
10,-22,-268
18,-9,-258
19,-2,-270
26,-8,-300
26,-18,-321
23,-31,-320
14,-31,-293
10,-22,-268
17,-9,-257
18,0,-275
23,-7,-300
27,-21,-320
25,-34,-322
16,-31,-294
10,-21,-265
17,-6,-256
19,-4,-275
24,-7,-299
27,-19,-319
23,-32,-318
14,-31,-291
9,-20,-263
18,-9,-257
18,-2,-273
25,-6,-303
29,-18,-318
25,-30,-319
16,-30,-291
10,-20,-268
15,-8,-258
18,-1,-276
25,-8,-306
28,-21,-317
24,-30,-316
15,-32,-289
10,-21,-262
17,-8,-255
18,-2,-274
23,-7,-301
29,-21,-320
24,-31,-321
14,-32,-287
8,-19,-264
15,-9,-256
18,0,-277
26,-6,-302
29,-19,-320
25,-32,-317
13,-29,-288
11,-17,-265
17,-7,-257
18,-2,-276
27,-9,-305
28,-21,-320
23,-32,-316
13,-28,-287
10,-19,-265
16,-6,-257
18,-3,-276
25,-9,-303
26,-19,-321
25,-33,-315
15,-31,-289
9,-18,-263
18,-8,-255
20,-3,-277
24,-9,-305
27,-21,-318
21,-31,-315
12,-27,-289
10,-19,-261
17,-5,-256
19,-2,-276
25,-8,-302
26,-21,-321
23,-33,-314
15,-30,-287
10,-17,-264
18,-6,-255
20,0,-276
26,-7,-305
28,-21,-320
20,-31,-316
14,-29,-284
11,-18,-264
19,-8,-258
20,-2,-280
25,-9,-305
25,-20,-321
25,-34,-315
13,-29,-284
11,-18,-264
16,-4,-253
18,-2,-275
25,-9,-307
28,-23,-322
22,-32,-314
13,-28,-285
11,-19,-261
17,-5,-256
17,-1,-277
26,-8,-304
27,-21,-320
22,-34,-313
13,-29,-285
10,-19,-264
16,-5,-258
20,0,-275
26,-8,-307
27,-23,-320
23,-33,-313
13,-28,-283
9,-16,-264
17,-5,-256
19,-2,-275
25,-8,-306
27,-22,-320
24,-34,-314
14,-28,-280
10,-18,-262
18,-6,-258
19,-2,-279
25,-9,-309
27,-22,-321
25,-34,-310
14,-29,-281
11,-17,-261
18,-5,-258
20,-1,-278
24,-9,-310
27,-21,-321
22,-35,-314
12,-28,-281
9,-18,-263
17,-5,-258
17,-2,-281
26,-10,-305
25,-23,-322
20,-31,-308
11,-27,-284
11,-18,-265
18,-5,-258
20,-3,-279
26,-11,-310
28,-23,-325
22,-35,-310
11,-27,-281
13,-16,-260
19,-7,-257
20,-2,-281
26,-11,-306
26,-23,-323
22,-33,-311
11,-26,-280
12,-16,-260
17,-6,-256
19,-3,-281
25,-9,-308
27,-24,-323
22,-32,-311
13,-28,-284
10,-16,-259
16,-4,-258
20,-1,-280
24,-9,-310
29,-25,-322
21,-32,-313
12,-28,-281
11,-20,-260
16,-4,-257
21,-4,-281
26,-10,-311
25,-22,-325
23,-34,-310
12,-27,-279
12,-16,-261
18,-5,-256
19,-4,-284
24,-9,-309
25,-25,-326
19,-31,-309
10,-28,-282
12,-15,-260
17,-4,-260
21,-2,-283
26,-12,-312
26,-24,-321
21,-32,-309
12,-26,-276
11,-14,-260
20,-3,-258
20,-4,-284
27,-10,-311
28,-25,-320
21,-32,-311
11,-25,-278
12,-15,-260
17,-2,-257
20,-2,-287
27,-12,-313
29,-25,-320
19,-33,-308
13,-27,-278
11,-14,-262
19,-3,-259
20,-3,-286
26,-10,-314
25,-24,-321
19,-31,-305
12,-25,-277
11,-15,-258
17,-5,-256
20,-6,-288
24,-9,-312
27,-26,-320
19,-32,-308
9,-24,-281
11,-15,-260
18,-4,-260
19,-4,-285
25,-10,-312
26,-25,-321
20,-34,-307
13,-26,-277
13,-14,-261
17,-3,-258
19,-3,-286
26,-12,-310
27,-25,-321
21,-33,-305
11,-24,-277
12,-14,-258
18,-3,-258
18,-3,-288
25,-12,-315
26,-27,-319
20,-33,-306
10,-24,-275
12,-13,-261
16,-4,-259
24,-5,-288
28,-12,-315
26,-26,-321
20,-33,-305
9,-26,-276
12,-14,-261
17,-4,-260
22,-5,-288
26,-12,-311
24,-26,-324
19,-33,-305
11,-24,-274
13,-15,-257
18,-3,-262
20,-5,-285
26,-13,-314
25,-25,-322
18,-33,-304
9,-24,-278
13,-14,-261
17,-5,-262
19,-3,-287
26,-13,-315
25,-26,-322
20,-33,-302
8,-26,-273
12,-12,-258
18,-2,-262
21,-4,-289
24,-12,-315
25,-27,-326
19,-35,-303
10,-26,-273
13,-13,-257
18,-3,-262
20,-5,-292
26,-15,-315
24,-26,-321
18,-35,-303
9,-28,-276
12,-13,-254
16,-3,-262
18,-5,-291
25,-12,-315
28,-26,-323
18,-33,-305
9,-26,-275
12,-12,-259
19,-3,-262
21,-2,-294
26,-13,-314
26,-27,-324
16,-32,-304
12,-27,-275
14,-12,-259
19,-3,-264
22,-5,-289
27,-15,-317
25,-26,-325
16,-33,-302
8,-24,-276
12,-12,-260
17,-3,-263
23,-4,-287
27,-15,-315
25,-28,-324
18,-35,-303
9,-25,-274
12,-11,-258
16,-1,-265
19,-6,-297
25,-15,-316
25,-27,-322
17,-33,-302
9,-26,-272
13,-11,-256
19,-1,-264
22,-5,-292
26,-14,-316
26,-28,-322
15,-33,-305
8,-24,-273
12,-12,-255
17,-2,-266
22,-5,-293
26,-13,-316
26,-29,-323
18,-35,-299
8,-24,-270
14,-10,-258
20,-3,-264
21,-4,-294
26,-15,-313
24,-28,-321
17,-36,-301
10,-25,-273
13,-15,-258
18,-3,-267
22,-7,-295
24,-15,-319
26,-30,-323
18,-36,-302
10,-23,-271
12,-12,-258
17,-2,-265
22,-6,-292
27,-15,-317
26,-31,-319
17,-34,-300
10,-23,-270
12,-11,-259
17,-2,-267
23,-6,-296
26,-16,-315
23,-28,-320
16,-32,-301
8,-23,-268
15,-11,-258
21,-2,-266
24,-4,-292
27,-16,-317
24,-28,-319
16,-32,-299
6,-22,-269
14,-11,-259
16,-3,-267
22,-4,-299
27,-14,-318
24,-29,-321
17,-32,-299
10,-23,-270
15,-11,-256
18,-3,-270
23,-5,-296
28,-15,-317
24,-29,-324
16,-35,-299
10,-22,-269
14,-10,-254
18,-2,-268
24,-5,-297
27,-17,-318
24,-30,-322
17,-33,-296
7,-21,-268
